REGION_ID,YEAR,TIMESLICE,value
1,2050,456,74947
1,2050,457,74042
1,2050,458,71381
1,2050,459,69206
1,2050,460,65698
1,2050,461,62325
1,2050,462,64036
1,2050,463,66567
1,2050,464,70133
1,2050,465,72948
1,2050,466,72827
1,2050,467,72533
1,2050,468,73667
1,2050,469,71835
1,2050,470,69236
1,2050,471,66964
1,2050,472,67453
1,2050,473,70343
1,2050,474,74192
1,2050,475,73989
1,2050,476,72472
1,2050,477,71868
1,2050,478,75144
1,2050,479,76269
1,2050,480,74330
1,2050,481,73894
1,2050,482,71314
1,2050,483,68923
1,2050,484,65116
1,2050,485,61061
1,2050,486,61822
1,2050,487,63154
1,2050,488,66043
1,2050,489,68884
1,2050,490,69634
1,2050,491,69622
1,2050,492,70553
1,2050,493,68202
1,2050,494,65129
1,2050,495,62631
1,2050,496,63455
1,2050,497,66905
1,2050,498,71956
1,2050,499,72693
1,2050,500,72054
1,2050,501,71257
1,2050,502,74125
1,2050,503,74686
1,2050,504,77732
1,2050,505,78047
1,2050,506,75364
1,2050,507,73734
1,2050,508,70095
1,2050,509,67053
1,2050,510,73082
1,2050,511,78862
1,2050,512,81383
1,2050,513,81782
1,2050,514,80399
1,2050,515,79507
1,2050,516,79320
1,2050,517,79219
1,2050,518,77795
1,2050,519,75736
1,2050,520,76208
1,2050,521,78611
1,2050,522,82089
1,2050,523,80303
1,2050,524,77659
1,2050,525,77239
1,2050,526,80214
1,2050,527,79659
1,2050,528,76383
1,2050,529,76163
1,2050,530,72934
1,2050,531,70983
1,2050,532,66973
1,2050,533,63302
1,2050,534,69168
1,2050,535,74639
1,2050,536,77104
1,2050,537,77425
1,2050,538,76074
1,2050,539,75328
1,2050,540,75122
1,2050,541,74680
1,2050,542,73177
1,2050,543,71065
1,2050,544,71950
1,2050,545,74696
1,2050,546,79198
1,2050,547,77254
1,2050,548,75467
1,2050,549,75644
1,2050,550,78781
1,2050,551,78418
1,2050,552,74645
1,2050,553,74525
1,2050,554,71433
1,2050,555,69651
1,2050,556,65789
1,2050,557,62190
1,2050,558,68089
1,2050,559,73505
1,2050,560,75887
1,2050,561,76099
1,2050,562,74272
1,2050,563,72983
1,2050,564,72179
1,2050,565,71487
1,2050,566,69806
1,2050,567,67481
1,2050,568,68203
1,2050,569,70866
1,2050,570,75430
1,2050,571,74485
1,2050,572,72789
1,2050,573,72916
1,2050,574,76201
1,2050,575,76038
1,2050,576,72357
1,2050,577,72297
1,2050,578,69261
1,2050,579,67581
1,2050,580,63827
1,2050,581,60267
1,2050,582,66203
1,2050,583,71491
1,2050,584,73585
1,2050,585,73441
1,2050,586,71207
1,2050,587,69550
1,2050,588,68387
1,2050,589,68134
1,2050,590,67060
1,2050,591,65440
1,2050,592,66443
1,2050,593,69364
1,2050,594,74068
1,2050,595,72946
1,2050,596,70941
1,2050,597,70846
1,2050,598,74011
1,2050,599,73851
1,2050,600,70776
1,2050,601,70638
1,2050,602,67524
1,2050,603,65885
1,2050,604,62054
1,2050,605,58389
1,2050,606,64306
1,2050,607,69760
1,2050,608,71786
1,2050,609,72059
1,2050,610,70407
1,2050,611,69400
1,2050,612,68929
1,2050,613,68234
1,2050,614,66537
1,2050,615,64275
1,2050,616,64746
1,2050,617,67486
1,2050,618,71501
1,2050,619,70443
1,2050,620,68997
1,2050,621,69399
1,2050,622,72934
1,2050,623,72869
1,2050,624,64000
1,2050,625,62897
1,2050,626,60044
1,2050,627,57816
1,2050,628,54270
1,2050,629,50659
1,2050,630,52189
1,2050,631,54394
1,2050,632,57521
1,2050,633,60037
1,2050,634,59954
1,2050,635,59868
1,2050,636,61038
1,2050,637,59482
1,2050,638,57487
1,2050,639,55453
1,2050,640,55619
1,2050,641,57570
1,2050,642,61411
1,2050,643,61182
1,2050,644,59637
1,2050,645,58652
1,2050,646,62093
1,2050,647,63266
1,2050,648,61072
1,2050,649,60252
1,2050,650,57439
1,2050,651,55096
1,2050,652,51370
1,2050,653,47136
1,2050,654,47955
1,2050,655,49211
1,2050,656,52315
1,2050,657,55418
1,2050,658,56944
1,2050,659,57561
1,2050,660,59118
1,2050,661,57475
1,2050,662,55250
1,2050,663,53589
1,2050,664,53947
1,2050,665,56245
1,2050,666,60779
1,2050,667,62647
1,2050,668,61862
1,2050,669,60636
1,2050,670,63422
1,2050,671,64386
1,2050,672,67210
1,2050,673,67338
1,2050,674,64574
1,2050,675,63147
1,2050,676,59707
1,2050,677,56727
1,2050,678,62916
1,2050,679,68875
1,2050,680,70898
1,2050,681,71274
1,2050,682,69721
1,2050,683,69053
1,2050,684,68909
1,2050,685,69064
1,2050,686,68041
1,2050,687,66371
1,2050,688,66984
1,2050,689,69302
1,2050,690,73531
1,2050,691,74146
1,2050,692,71347
1,2050,693,70333
1,2050,694,73687
1,2050,695,73593
1,2050,696,70482
1,2050,697,70132
1,2050,698,67055
1,2050,699,65423
1,2050,700,61724
1,2050,701,58286
1,2050,702,64214
1,2050,703,69969
1,2050,704,72050
1,2050,705,72310
1,2050,706,70813
1,2050,707,70092
1,2050,708,69809
1,2050,709,70125
1,2050,710,69292
1,2050,711,67966
1,2050,712,68983
1,2050,713,71381
1,2050,714,75653
1,2050,715,74923
1,2050,716,71769
1,2050,717,70867
1,2050,718,73791
1,2050,719,73492
1,2050,720,69853
1,2050,721,69344
1,2050,722,66129
1,2050,723,64378
1,2050,724,60531
1,2050,725,56923
1,2050,726,62652
1,2050,727,68244
1,2050,728,70195
1,2050,729,70333
1,2050,730,68974
1,2050,731,68437
1,2050,732,68372
1,2050,733,68291
1,2050,734,66974
1,2050,735,65027
1,2050,736,65015
1,2050,737,66412
1,2050,738,70047
1,2050,739,69357
1,2050,740,66756
1,2050,741,66482
1,2050,742,69493
1,2050,743,69295
1,2050,744,65622
1,2050,745,65053
1,2050,746,61774
1,2050,747,60015
1,2050,748,56217
1,2050,749,52624
1,2050,750,58457
1,2050,751,64228
1,2050,752,66471
1,2050,753,66876
1,2050,754,65684
1,2050,755,65334
1,2050,756,65452
1,2050,757,65645
1,2050,758,64678
1,2050,759,63099
1,2050,760,63807
1,2050,761,65959
1,2050,762,70209
1,2050,763,69067
1,2050,764,66538
1,2050,765,66210
1,2050,766,69202
1,2050,767,69014
1,2050,768,65103
1,2050,769,64684
1,2050,770,61504
1,2050,771,59815
1,2050,772,56156
1,2050,773,52424
1,2050,774,58170
1,2050,775,63938
1,2050,776,66232
1,2050,777,66610
1,2050,778,65629
1,2050,779,65215
1,2050,780,65367
1,2050,781,65389
1,2050,782,64654
1,2050,783,63218
1,2050,784,63439
1,2050,785,65362
1,2050,786,68985
1,2050,787,68528
1,2050,788,66719
1,2050,789,66741
1,2050,790,70045
1,2050,791,69937
1,2050,792,61346
1,2050,793,60134
1,2050,794,57469
1,2050,795,55410
1,2050,796,52245
1,2050,797,48968
1,2050,798,50702
1,2050,799,53197
1,2050,800,56531
1,2050,801,59103
1,2050,802,59089
1,2050,803,59133
1,2050,804,60529
1,2050,805,59420
1,2050,806,57916
1,2050,807,56375
1,2050,808,56392
1,2050,809,58121
1,2050,810,62458
1,2050,811,64062
1,2050,812,62783
1,2050,813,61908
1,2050,814,65338
1,2050,815,66670
1,2050,816,64769
1,2050,817,64106
1,2050,818,61543
1,2050,819,59183
1,2050,820,55578
1,2050,821,51493
1,2050,822,52150
1,2050,823,53208
1,2050,824,55645
1,2050,825,57993
1,2050,826,58862
1,2050,827,59019
1,2050,828,60251
1,2050,829,58255
1,2050,830,55694
1,2050,831,53626
1,2050,832,53469
1,2050,833,54893
1,2050,834,59796
1,2050,835,62028
1,2050,836,61165
1,2050,837,60317
1,2050,838,63007
1,2050,839,63759
1,2050,840,66358
1,2050,841,66297
1,2050,842,63438
1,2050,843,61792
1,2050,844,58226
1,2050,845,55342
1,2050,846,61474
1,2050,847,67400
1,2050,848,69665
1,2050,849,70060
1,2050,850,68507
1,2050,851,67659
1,2050,852,67492
1,2050,853,67381
1,2050,854,65743
1,2050,855,63552
1,2050,856,64206
1,2050,857,66783
1,2050,858,71985
1,2050,859,72147
1,2050,860,69776
1,2050,861,69311
1,2050,862,72486
1,2050,863,72195
1,2050,864,69286
1,2050,865,68900
1,2050,866,65816
1,2050,867,64213
1,2050,868,60609
1,2050,869,57207
1,2050,870,63172
1,2050,871,68867
1,2050,872,70842
1,2050,873,70665
1,2050,874,68739
1,2050,875,67474
1,2050,876,66820
1,2050,877,66495
1,2050,878,65132
1,2050,879,63233
1,2050,880,64289
1,2050,881,67002
1,2050,882,71927
1,2050,883,70849
1,2050,884,68166
1,2050,885,67840
1,2050,886,70634
1,2050,887,70327
1,2050,888,66346
1,2050,889,65833
1,2050,890,62696
1,2050,891,61160
1,2050,892,57673
1,2050,893,54395
1,2050,894,60622
1,2050,895,66932
1,2050,896,69912
1,2050,897,70863
1,2050,898,69768
1,2050,899,69211
1,2050,900,69167
1,2050,901,69136
1,2050,902,68076
1,2050,903,66555
1,2050,904,67603
1,2050,905,70224
1,2050,906,74965
1,2050,907,74311
1,2050,908,71757
1,2050,909,71206
1,2050,910,73964
1,2050,911,73556
1,2050,912,69549
1,2050,913,68976
1,2050,914,65725
1,2050,915,63946
1,2050,916,60121
1,2050,917,56463
1,2050,918,62020
1,2050,919,67470
1,2050,920,69461
1,2050,921,69628
1,2050,922,68285
1,2050,923,67613
1,2050,924,67539
1,2050,925,67660
1,2050,926,66748
1,2050,927,65359
1,2050,928,66034
1,2050,929,68273
1,2050,930,72761
1,2050,931,72019
1,2050,932,69447
1,2050,933,69163
1,2050,934,72138
1,2050,935,71904
1,2050,936,68372
1,2050,937,67897
1,2050,938,64667
1,2050,939,62931
1,2050,940,59238
1,2050,941,55581
1,2050,942,61345
1,2050,943,66919
1,2050,944,68918
1,2050,945,69304
1,2050,946,68590
1,2050,947,68441
1,2050,948,68931
1,2050,949,69159
1,2050,950,68392
1,2050,951,67059
1,2050,952,67776
1,2050,953,70408
1,2050,954,74736
1,2050,955,73952
1,2050,956,71583
1,2050,957,71499
1,2050,958,74765
1,2050,959,74713
1,2050,960,66041
1,2050,961,64987
1,2050,962,62283
1,2050,963,60424
1,2050,964,57157
1,2050,965,53918
1,2050,966,55689
1,2050,967,58151
1,2050,968,61248
1,2050,969,63555
1,2050,970,63346
1,2050,971,63231
1,2050,972,64331
1,2050,973,63161
1,2050,974,61563
1,2050,975,60206
1,2050,976,60354
1,2050,977,62167
1,2050,978,66196
1,2050,979,67003
1,2050,980,65104
1,2050,981,64484
1,2050,982,67723
1,2050,983,68691
1,2050,984,66322
1,2050,985,65713
1,2050,986,63114
1,2050,987,60996
1,2050,988,57451
1,2050,989,53522
1,2050,990,54432
1,2050,991,55798
1,2050,992,58601
1,2050,993,61280
1,2050,994,61690
1,2050,995,61782
1,2050,996,62754
1,2050,997,61063
1,2050,998,58850
1,2050,999,57119
1,2050,1000,57669
1,2050,1001,60001
1,2050,1002,65197
1,2050,1003,67286
1,2050,1004,66194
1,2050,1005,65654
1,2050,1006,68138
1,2050,1007,68554
1,2050,1008,70717
1,2050,1009,70764
1,2050,1010,67977
1,2050,1011,66462
1,2050,1012,63136
1,2050,1013,60230
1,2050,1014,66651
1,2050,1015,72175
1,2050,1016,74450
1,2050,1017,74974
1,2050,1018,73923
1,2050,1019,73564
1,2050,1020,73778
1,2050,1021,73904
1,2050,1022,72804
1,2050,1023,70892
1,2050,1024,71225
1,2050,1025,72984
1,2050,1026,77236
1,2050,1027,77254
1,2050,1028,74455
1,2050,1029,73699
1,2050,1030,76695
1,2050,1031,76402
1,2050,1032,72956
1,2050,1033,72768
1,2050,1034,69675
1,2050,1035,67870
1,2050,1036,64051
1,2050,1037,60643
1,2050,1038,66474
1,2050,1039,71644
1,2050,1040,73645
1,2050,1041,73900
1,2050,1042,72462
1,2050,1043,71787
1,2050,1044,71593
1,2050,1045,71443
1,2050,1046,70085
1,2050,1047,68189
1,2050,1048,68452
1,2050,1049,70105
1,2050,1050,74361
1,2050,1051,74080
1,2050,1052,71613
1,2050,1053,71329
1,2050,1054,74038
1,2050,1055,73634
1,2050,1056,70022
1,2050,1057,69757
1,2050,1058,66642
1,2050,1059,64899
1,2050,1060,61202
1,2050,1061,57932
1,2050,1062,64039
1,2050,1063,69610
1,2050,1064,72182
1,2050,1065,72964
1,2050,1066,71896
1,2050,1067,71560
1,2050,1068,71690
1,2050,1069,71762
1,2050,1070,70633
1,2050,1071,68982
1,2050,1072,69497
1,2050,1073,71443
1,2050,1074,76024
1,2050,1075,75996
1,2050,1076,73799
1,2050,1077,73492
1,2050,1078,76406
1,2050,1079,76117
1,2050,1080,72651
1,2050,1081,72532
1,2050,1082,69562
1,2050,1083,67899
1,2050,1084,64248
1,2050,1085,61020
1,2050,1086,67074
1,2050,1087,72515
1,2050,1088,74905
1,2050,1089,75558
1,2050,1090,74500
1,2050,1091,74214
1,2050,1092,74418
1,2050,1093,74314
1,2050,1094,72980
1,2050,1095,71145
1,2050,1096,71623
1,2050,1097,73562
1,2050,1098,78183
1,2050,1099,79049
1,2050,1100,76648
1,2050,1101,76083
1,2050,1102,79140
1,2050,1103,78926
1,2050,1104,75592
1,2050,1105,75471
1,2050,1106,72648
1,2050,1107,71028
1,2050,1108,67347
1,2050,1109,64184
1,2050,1110,70064
1,2050,1111,75442
1,2050,1112,77466
1,2050,1113,77857
1,2050,1114,75893
1,2050,1115,74564
1,2050,1116,74110
1,2050,1117,73179
1,2050,1118,71262
1,2050,1119,68830
1,2050,1120,69619
1,2050,1121,72444
1,2050,1122,77236
1,2050,1123,78971
1,2050,1124,76885
1,2050,1125,76573
1,2050,1126,80033
1,2050,1127,80145
1,2050,1128,72001
1,2050,1129,71377
1,2050,1130,69032
1,2050,1131,67004
1,2050,1132,63887
1,2050,1133,60908
1,2050,1134,62868
1,2050,1135,65104
1,2050,1136,67802
1,2050,1137,69768
1,2050,1138,69158
1,2050,1139,68788
1,2050,1140,69462
1,2050,1141,67985
1,2050,1142,65877
1,2050,1143,63962
1,2050,1144,64466
1,2050,1145,66468
1,2050,1146,70768
1,2050,1147,72300
1,2050,1148,70143
1,2050,1149,69540
1,2050,1150,72745
1,2050,1151,73601
1,2050,1152,71472
1,2050,1153,70928
1,2050,1154,68419
1,2050,1155,66051
1,2050,1156,62404
1,2050,1157,58480
1,2050,1158,59291
1,2050,1159,60491
1,2050,1160,63202
1,2050,1161,65492
1,2050,1162,66105
1,2050,1163,66221
1,2050,1164,67474
1,2050,1165,65580
1,2050,1166,63166
1,2050,1167,61149
1,2050,1168,61080
1,2050,1169,62605
1,2050,1170,67024
1,2050,1171,68897
1,2050,1172,68193
1,2050,1173,68107
1,2050,1174,70674
1,2050,1175,71153
1,2050,1176,73286
1,2050,1177,73616
1,2050,1178,71053
1,2050,1179,69560
1,2050,1180,66286
1,2050,1181,63729
1,2050,1182,69956
1,2050,1183,75207
1,2050,1184,77324
1,2050,1185,77391
1,2050,1186,75504
1,2050,1187,74377
1,2050,1188,73831
1,2050,1189,73742
1,2050,1190,72202
1,2050,1191,70286
1,2050,1192,70344
1,2050,1193,71977
1,2050,1194,76238
1,2050,1195,76516
1,2050,1196,74491
1,2050,1197,74399
1,2050,1198,77631
1,2050,1199,77287
1,2050,1200,74369
1,2050,1201,74045
1,2050,1202,71094
1,2050,1203,69295
1,2050,1204,65540
1,2050,1205,62237
1,2050,1206,67775
1,2050,1207,72725
1,2050,1208,74671
1,2050,1209,74679
1,2050,1210,72917
1,2050,1211,71940
1,2050,1212,71418
1,2050,1213,70970
1,2050,1214,69468
1,2050,1215,67325
1,2050,1216,67385
1,2050,1217,68918
1,2050,1218,72679
1,2050,1219,72253
1,2050,1220,70433
1,2050,1221,70645
1,2050,1222,73490
1,2050,1223,73087
1,2050,1224,69209
1,2050,1225,68691
1,2050,1226,65573
1,2050,1227,63707
1,2050,1228,59961
1,2050,1229,56642
1,2050,1230,62272
1,2050,1231,67355
1,2050,1232,69575
1,2050,1233,69894
1,2050,1234,68246
1,2050,1235,67345
1,2050,1236,66858
1,2050,1237,66393
1,2050,1238,64933
1,2050,1239,62765
1,2050,1240,62926
1,2050,1241,64646
1,2050,1242,68737
1,2050,1243,68910
1,2050,1244,67641
1,2050,1245,67998
1,2050,1246,70859
1,2050,1247,70602
1,2050,1248,66776
1,2050,1249,66333
1,2050,1250,63320
1,2050,1251,61631
1,2050,1252,58015
1,2050,1253,54739
1,2050,1254,60415
1,2050,1255,65701
1,2050,1256,68329
1,2050,1257,69181
1,2050,1258,68018
1,2050,1259,67517
1,2050,1260,67399
1,2050,1261,67326
1,2050,1262,66305
1,2050,1263,64655
1,2050,1264,64956
1,2050,1265,66613
1,2050,1266,70290
1,2050,1267,70562
1,2050,1268,68623
1,2050,1269,68308
1,2050,1270,71144
1,2050,1271,70879
1,2050,1272,67427
1,2050,1273,66884
1,2050,1274,63828
1,2050,1275,62203
1,2050,1276,58693
1,2050,1277,55299
1,2050,1278,60824
1,2050,1279,65710
1,2050,1280,68164
1,2050,1281,69105
1,2050,1282,68061
1,2050,1283,67825
1,2050,1284,67951
1,2050,1285,67301
1,2050,1286,65755
1,2050,1287,63563
1,2050,1288,63770
1,2050,1289,65782
1,2050,1290,69377
1,2050,1291,70821
1,2050,1292,69449
1,2050,1293,69614
1,2050,1294,73034
1,2050,1295,73089
1,2050,1296,64997
1,2050,1297,64091
1,2050,1298,61559
1,2050,1299,59522
1,2050,1300,56249
1,2050,1301,53090
1,2050,1302,54928
1,2050,1303,56847
1,2050,1304,59784
1,2050,1305,61821
1,2050,1306,61593
1,2050,1307,61464
1,2050,1308,62422
1,2050,1309,61024
1,2050,1310,59163
1,2050,1311,57233
1,2050,1312,57463
1,2050,1313,59228
1,2050,1314,62667
1,2050,1315,64521
1,2050,1316,62929
1,2050,1317,62533
1,2050,1318,65772
1,2050,1319,66756
1,2050,1320,64559
1,2050,1321,63869
1,2050,1322,61381
1,2050,1323,59145
1,2050,1324,55740
1,2050,1325,51937
1,2050,1326,52921
1,2050,1327,53947
1,2050,1328,56658
1,2050,1329,58883
1,2050,1330,59452
1,2050,1331,59674
1,2050,1332,61151
1,2050,1333,59358
1,2050,1334,57126
1,2050,1335,55601
1,2050,1336,55708
1,2050,1337,57613
1,2050,1338,61827
1,2050,1339,65413
1,2050,1340,64958
1,2050,1341,64623
1,2050,1342,67454
1,2050,1343,68168
1,2050,1344,70491
1,2050,1345,70648
1,2050,1346,68138
1,2050,1347,66701
1,2050,1348,63635
1,2050,1349,61047
1,2050,1350,66918
1,2050,1351,71804
1,2050,1352,74168
1,2050,1353,74806
1,2050,1354,73215
1,2050,1355,72482
1,2050,1356,72168
1,2050,1357,72299
